wallet_index,rank_by_risk,true_label,predicted_label,fraud_probability,risk_score,feature_rule,lime_importance,html_file
200781,2,1,1,1.0,100.0,blocks_btwn_txs_max > 0.00,-0.004950484204998687,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200781,2,1,1,1.0,100.0,fees_mean > 0.01,0.004874346251046889,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200781,2,1,1,1.0,100.0,1.00 < transacted_w_address_total <= 2.00,0.004673496923820829,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200781,2,1,1,1.0,100.0,btc_sent_min <= 0.00,-0.0042980053205017715,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200781,2,1,1,1.0,100.0,fees_median > 0.01,0.004291375634045943,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200781,2,1,1,1.0,100.0,blocks_btwn_input_txs_total <= 0.00,0.004168659847718969,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_2_index_200781.html
200792,3,1,1,1.0,100.0,first_sent_block > 449664.00,0.007748944646142919,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,first_received_block > 453697.00,0.006613012160057412,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,fees_mean > 0.01,0.004954338763830293,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,total_txs > 1.00,-0.004795863317108519,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,1.00 < transacted_w_address_total <= 2.00,0.004507367329206406,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,blocks_btwn_txs_max > 0.00,-0.004298284502312511,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,blocks_btwn_output_txs_mean <= 0.00,-0.004219118313185935,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,fees_as_share_min <= 0.00,-0.004078236241679214,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,fees_median > 0.01,0.003999460043589311,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
200792,3,1,1,1.0,100.0,blocks_btwn_input_txs_max <= 0.00,0.0031645310509602733,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_3_index_200792.html
197154,4,1,1,1.0,100.0,fees_as_share_median > 0.00,0.010325496952079054,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,fees_as_share_min > 0.00,0.00839068030740271,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,lifetime_in_blocks <= 0.00,0.0068847802040495005,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,total_txs > 1.00,-0.005944048271327238,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,fees_total <= 0.00,0.005553418424515797,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,fees_as_share_max > 0.00,0.00541446534492719,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,num_txs_as receiver > 1.00,0.005362844183500607,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,blocks_btwn_txs_max <= 0.00,0.005231113178286754,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,fees_as_share_mean > 0.00,0.005126233439376798,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197154,4,1,1,1.0,100.0,fees_median <= 0.00,0.00508485323031412,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_4_index_197154.html
197156,5,1,1,1.0,100.0,1.00 < transacted_w_address_total <= 2.00,0.006590678795944654,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,fees_mean > 0.01,0.006581997443705448,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,total_txs > 1.00,-0.005730463677234249,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,transacted_w_address_min <= 1.00,0.0052379911309312355,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,lifetime_in_blocks > 0.00,-0.004940586782771085,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,435556.00 < first_block_appeared_in <= 469829.00,0.003952745906370167,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,fees_as_share_min <= 0.00,-0.0038250102872480433,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,fees_median > 0.01,0.003791242422928152,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,blocks_btwn_txs_max > 0.00,-0.0036835842279825163,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197156,5,1,1,1.0,100.0,blocks_btwn_output_txs_median <= 0.00,-0.003317981100706147,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_5_index_197156.html
197225,6,1,1,1.0,100.0,2.00 < transacted_w_address_total <= 6.00,-0.007071673282527938,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,first_sent_block > 449664.00,0.006382789750798395,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,lifetime_in_blocks > 0.00,-0.006095881605897048,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,fees_as_share_max > 0.00,0.0060624355540892854,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,first_received_block > 453697.00,0.005960503518515762,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,blocks_btwn_txs_max > 0.00,-0.005177156091271643,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,fees_mean > 0.01,0.004981531035429449,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,transacted_w_address_min <= 1.00,0.004726146595997678,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,total_txs > 1.00,-0.004590243668398564,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
197225,6,1,1,1.0,100.0,0.00 < fees_as_share_mean <= 0.00,0.004189574359448808,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_6_index_197225.html
205563,7,1,1,1.0,100.0,total_txs > 1.00,-0.005705461051922507,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,1.00 < transacted_w_address_total <= 2.00,0.00569632459132334,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,fees_mean > 0.01,0.005235868259155233,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,fees_as_share_min <= 0.00,-0.004979929264193181,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,435556.00 < first_block_appeared_in <= 469829.00,0.004601759763210261,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,transacted_w_address_mean <= 1.00,0.00429175245784827,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,blocks_btwn_output_txs_max <= 0.00,-0.004204895384433561,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,blocks_btwn_output_txs_median <= 0.00,-0.004186831861062963,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,blocks_btwn_txs_max > 0.00,-0.003855036067082313,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
205563,7,1,1,1.0,100.0,blocks_btwn_output_txs_min <= 0.00,0.0037659437256408117,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_7_index_205563.html
195298,8,1,1,1.0,100.0,fees_as_share_median > 0.00,0.012233505390880646,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_as_share_min > 0.00,0.008657936596200063,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_max <= 0.00,0.006897388084002138,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,blocks_btwn_input_txs_median <= 0.00,0.0063384221067165816,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_median <= 0.00,0.0056199734475355445,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_as_share_max > 0.00,0.005551593602897466,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_total <= 0.00,0.005328915660629043,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,lifetime_in_blocks > 0.00,-0.005186779348766059,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,total_txs > 1.00,-0.004954641383094272,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
195298,8,1,1,1.0,100.0,fees_as_share_mean > 0.00,0.004855168761159201,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_8_index_195298.html
205577,9,1,1,1.0,100.0,1.00 < transacted_w_address_total <= 2.00,0.006467372475172937,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,total_txs > 1.00,-0.00559359594528184,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,fees_total <= 0.00,0.0055421204817783995,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,btc_received_median > 0.02,0.0051520564693138555,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,lifetime_in_blocks > 0.00,-0.005062508306646221,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,blocks_btwn_input_txs_median <= 0.00,0.004965818251201701,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,blocks_btwn_input_txs_mean <= 0.00,-0.004547709127487385,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,fees_median <= 0.00,0.004254237630400838,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,fees_max <= 0.00,0.004187245850819156,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205577,9,1,1,1.0,100.0,blocks_btwn_input_txs_max <= 0.00,-0.0040653478185609096,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_9_index_205577.html
205660,10,1,1,1.0,100.0,2.00 < transacted_w_address_total <= 6.00,-0.008860612164530522,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,first_received_block > 453697.00,0.005821588993853119,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,first_sent_block > 449664.00,0.005687262342562202,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,blocks_btwn_input_txs_mean <= 0.00,-0.005019156699028271,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,lifetime_in_blocks > 0.00,-0.004948722097183522,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,btc_transacted_max <= 0.00,0.004824838769704655,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,total_txs > 1.00,-0.004714508111187403,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,fees_mean > 0.01,0.004588563364395541,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,transacted_w_address_median <= 1.00,-0.004513288091050623,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
205660,10,1,1,1.0,100.0,blocks_btwn_input_txs_min <= 0.00,0.004381416397097155,C:\University\Year4\Thesis\AML-Thesis\models\rq4_risk_scoring\feature_models\random_forest_lime_elliptic-wallets-combined\lime_wallet_rank_10_index_205660.html
